x,y
0.0,0.0
0.002004008016032064,0.014793480719013073
0.004008016032064128,0.029577394438933126
0.0060120240480961915,0.04434218628418834
0.008016032064128256,0.05907832560679967
0.01002004008016032,0.07377631805158746
0.012024048096192383,0.0884267175631669
0.014028056112224447,0.10302013831548898
0.01603206412825651,0.11754726654482058
0.018036072144288574,0.13199887226722892
0.02004008016032064,0.14636582086183955
0.022044088176352703,0.16063908450137454
0.024048096192384766,0.1748097534117482
0.026052104208416832,0.18886904694280038
0.028056112224448895,0.20280832443257973
0.03006012024048096,0.2166190958479573
0.03206412825651302,0.23029303218474273
0.03406813627254509,0.24382197561090374
0.03607214428857715,0.2571979493369404
0.038076152304609215,0.27041316719794933
0.04008016032064128,0.28346004293242055
0.04208416833667334,0.2963311991433456
0.044088176352705406,0.30901947592777573
0.04609218436873747,0.32151793916155036
0.04809619238476953,0.3338198884265279
0.0501002004008016,0.3459188645682763
0.052104208416833664,0.3578086568728315
0.05410821643286573,0.3694833098518022
0.05611222444889779,0.3809371296257861
0.058116232464929855,0.39216468989676767
0.06012024048096192,0.4031608375008885
0.06212424849699398,0.4139206975337143
0.06412825651302605,0.4244396780408734
0.06613226452905811,0.43471347426769874
0.06813627254509018,0.4447380724622749
0.07014028056112225,0.45450975322707393
0.0721442885771543,0.4640250944151446
0.07414829659318636,0.473280973567617
0.07615230460921843,0.4822745698900758
0.0781563126252505,0.4910033657661608
0.08016032064128256,0.4994651478075495
0.08216432865731463,0.5076580074402813
0.08416833667334668,0.5155803410281813
0.08617234468937875,0.5232308495349393
0.08817635270541081,0.530608537727193
0.09018036072144288,0.5377127129217516
0.09218436873747494,0.5445429832808754
0.09418837675350701,0.5510992556602987
0.09619238476953906,0.5573817330154484
0.09819639278557113,0.5633909113720524
0.1002004008016032,0.5691275763680812
0.10220440881763526,0.5745927993746791
0.10420841683366733,0.5797879332044561
0.1062124248496994,0.5847146074162002
0.10821643286573146,0.5893747232257448
0.11022044088176351,0.5937704480333796
0.11222444889779558,0.5979042095788284
0.11422845691382764,0.6017786897354298
0.11623246492985971,0.605396817955748
0.11823647294589178,0.6087617643814047
0.12024048096192384,0.6118769326304733
0.1222444889779559,0.6147459522762813
