x,y
-2.0,5.755839955992561e-16
-1.9979989994997498,0.014771284173308204
-1.9959979989994998,0.029533044346892322
-1.9939969984992496,0.04427576855387547
-1.9919959979989994,0.05898996887381411
-1.9899949974987494,0.073666193407833
-1.9879939969984992,0.08829503819617077
-1.9859929964982492,0.10286715905905153
-1.983991995997999,0.1173732833420352
-1.9819909954977488,0.13180422154704616
-1.9799899949974988,0.14615087883059558
-1.9779889944972486,0.16040426635086708
-1.9759879939969984,0.1745555124456222
-1.9739869934967484,0.18859587362321495
-1.9719859929964982,0.20251674534929964
-1.969984992496248,0.21630967261215586
-1.967983991995998,0.22996636025001133
-1.9659829914957478,0.24347868302411513
-1.9639819909954976,0.2568386954217391
-1.9619809904952477,0.2700386411738437
-1.9599799899949975,0.2830709624725547
-1.9579789894947475,0.2959283088741805
-1.9559779889944973,0.3086035458740411
-1.953976988494247,0.3210897631399406
-1.951975987993997,0.33338028239173984
-1.9499749874937469,0.34546866491509204
-1.9479739869934967,0.35734871869802465
-1.9459729864932467,0.3690145051797715
-1.9439719859929965,0.3804603456018703
-1.9419709854927463,0.39168082695226947
-1.9399699849924963,0.40267080749391554
-1.937968984492246,0.4134254218699824
-1.935967983991996,0.4239400857786517
-1.933966983491746,0.43421050021113455
-1.9319659829914957,0.4442326552473309
-1.9299649824912457,0.4540028334043493
-1.9279639819909955,0.4635176125338443
-1.9259629814907453,0.4727738682649155
-1.9239619809904953,0.48176877599013557
-1.921960980490245,0.4904998123930159
-1.919959979989995,0.49896475651603317
-1.917958979489745,0.5071616903691473
-1.9159579789894947,0.515088999079503
-1.9139569784892447,0.5227453705838039
-1.9119559779889945,0.5301297948656459
-1.9099549774887443,0.5372415627408648
-1.9079539769884943,0.5440802641947093
-1.9059529764882441,0.5506457862754552
-1.903951975987994,0.55693831054977
-1.901950975487744,0.5629583101259443
-1.8999499749874937,0.5687065462517844
-1.8979489744872435,0.5741840644946963
-1.8959479739869936,0.5793921905122077
-1.8939469734867433,0.5843325254218297
-1.8919459729864934,0.5890069407798387
-1.8899449724862432,0.593417573179223
-1.887943971985993,0.5975668184776415
-1.885942971485743,0.6014573256668637
-1.8839419709854928,0.6050919903957505
-1.8819409704852426,0.6084739481593712
-1.8799399699849926,0.611606567167437
-1.8779389694847424,0.6144934409056819
-1.8759379689844922,0.6171383804043745
-1.8739369684842422,0.6195454062285497
-1.871935967983992,0.6217187402050188
-1.8699349674837418,0.6236627969015965
-1.8679339669834918,0.6253821748743785
-1.8659329664832416,0.6268816476992284
-1.8639319659829916,0.6281661548039664
-1.8619309654827414,0.6292407921180241
-1.8599299649824912,0.6301108025565884
-1.8579289644822412,0.6307815663564765
-1.855927963981991,0.6312585912811778
-1.8539269634817408,0.6315475027126477
-1.8519259629814908,0.6316540336475696
-1.8499249624812406,0.6315840146158977
-1.8479239619809906,0.6313433635395318
-1.8459229614807404,0.6309380755490317
-1.8439219609804902,0.6303742127762502
-1.8419209604802402,0.6296578941407259
-1.83991995997999,0.6287952851476233
-1.8379189594797398,0.6277925877148797
-1.8359179589794898,0.6266560300471011
-1.8339169584792396,0.6253918565735742
-1.8319159579789894,0.624006317967556
-1.8299149574787394,0.6225056612637906
-1.8279139569784892,0.6208961200909207
-1.825912956478239,0.6191839050351887
-1.823911955977989,0.617375194151492
-1.8219109554777388,0.6154761236375134
-1.8199099549774886,0.6134927786862708
-1.8179089544772387,0.611431184532033
-1.8159079539769885,0.6092972977040997
-1.8139069534767385,0.6070969975025218
-1.8119059529764883,0.6048360777093267
-1.809904952476238,0.6025202385483307
-1.807903951975988,0.6001550789060921
-1.8059029514757379,0.5977460888259991
-1.8039019509754877,0.5952986422869467
-1.8019009504752377,0.5928179902774433
-1.7998999499749875,0.5903092541753912
-1.7978989494747375,0.5877774194431898
-1.7958979489744873,0.5852273296471192
-1.793896948474237,0.5826636808093792
-1.791895947973987,0.5800910161004292
-1.789894947473737,0.5775137208786422
-1.7878939469734867,0.5749360180835932
-1.7858929464732367,0.5723619639885782
-1.7838919459729865,0.569795444317293
-1.7818909454727363,0.5672401707288746
-1.7798899449724863,0.5646996776747798
-1.777888944472236,0.5621773196302863
-1.775887943971986,0.5596762687026515
-1.773886943471736,0.5571995126172585
-1.7718859429714857,0.5547498530823496
-1.7698849424712355,0.5523299045322325
-1.7678839419709855,0.5499420932481196
-1.7658829414707353,0.5475886568550574
-1.7638819409704853,0.545271644192688
-1.7618809404702351,0.5429929155568844
-1.759879939969985,0.5407541433086253
-1.757878939469735,0.5385568128457632
-1.7558779389694847,0.536402223932714
-1.7538769384692348,0.534291492382377
-1.7518759379689846,0.5322255520840231
-1.7498749374687343,0.5302051573701898
-1.7478739369684844,0.5282308857150538
-1.7458729364682342,0.5263031407561385
-1.743871935967984,0.5244221556306284
-1.741870935467734,0.5225879966170291
-1.7398699349674838,0.5208005670723258
-1.7378689344672336,0.5190596116543349
-1.7358679339669836,0.5173647208183926
-1.7338669334667334,0.5157153355770854
-1.7318659329664832,0.514110752511269
-1.7298649324662332,0.5125501290201983
-1.727863931965983,0.5110324887981793
-1.7258629314657328,0.5095567275248155
-1.7238619309654828,0.508121618755533
-1.7218609304652326,0.5067258199987802
-1.7198599299649824,0.5053678789660084
-1.7178589294647324,0.504046239980243
-1.7158579289644822,0.5027592505288707
-1.7138569284642322,0.5015051679460347
-1.711855927963982,0.5002821662098454
-1.709854927463732,0.4990883428395148
-1.7078539269634818,0.49792172587734995
-1.7058529264632316,0.4967802809405113
-1.7038519259629816,0.49566191832733963
-1.7018509254627314,0.4945645001630718
-1.6998499249624812,0.49348584756974284
-1.6978489244622312,0.4924237478451314
-1.695847923961981,0.4913759616356441
-1.6938469234617308,0.4903402300881616
-1.6918459229614808,0.48931428196597027
-1.6898449224612306,0.4882958407140736
-1.6878439219609804,0.4872826314593498
-1.6858429214607304,0.4862723879312405
-1.6838419209604802,0.48526285928889346
-1.68184092046023,0.4842518168409504
-1.67983991995998,0.4832370606444556
-1.6778389194597298,0.48221642596969344
-1.6758379189594796,0.4811877896181012
-1.6738369184592297,0.48014907608076834
-1.6718359179589795,0.4790982635254307
